Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
ATV,Baltimore,MD,21202,San Antonio,TX,78284,950,COD/COP,1668,1,2016 case ih scout,Runs,OPEN,2023-02-03,B108052,Not specified,Ace Logistics Group Holdings LLC,(850) 790-0280,dispatch@tigerautotransport.com,100.0,Baltimore - Towson,San Antonio - New Braunfels,39.295824,-76.607773,29.5254,-98.4252,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Baltimore,MD,21222,North Branch,MI,48461,500,COD/COP,613,1,1981 vw trike wilmac,Runs,ENCLOSED,2023-02-06,4242371,9043641854 asap. https://link.secureserviceform.com/qsMh,Movewheels.com,(904) 364-1854,centraldispatchmw@gmail.com,97.3,Baltimore - Towson,Detroit - Warren - Livonia,39.257662,-76.495098,43.211076,-83.222825,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Rockland,MA,02370,Seattle,WA,98101,960,COD/COP,3082,1,2014 harley-davidson nightster 1200n,Runs,OPEN,2023-02-06,SM-000173-A,Agent 2.05,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Boston - Cambridge - Quincy,Seattle - Tacoma - Bellevue,42.128818,-70.912354,47.611012,-122.333523,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Rockland,MA,02370,Portland,OR,97217,960,COD/COP,3121,1,2014 harley-davidson nightster 1200n,Runs,OPEN,2023-02-06,SM-000173,Agent 2.05,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Boston - Cambridge - Quincy,Portland - Vancouver - Hillsboro,42.128818,-70.912354,45.589592,-122.692988,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,harwich,MA,02645,nashville,TN,37201,600,COD/COP,1157,1,2013 harley davidson electra glide classic,Inop,ENCLOSED,2023-02-18,30579059-uf,no comment,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Barnstable Town,Nashville-Davidson - Murfreesboro - Franklin,41.702193,-70.06288,36.165964,-86.773205,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,O Fallon,IL,62269,Fillmore,CA,93015,400,COD/COP,1864,1,2020 harley davidson fxbb,Runs,ENCLOSED,2023-02-05,SM-000395,Agent 2.04,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,St. Louis,Oxnard - Thousand Oaks - Ventura,38.6042,-89.90107,34.417292,-118.83974,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Morton,IL,61550,Troy,MO,63379,300,COD/COP,193,1,1992 honda goldwing,Runs,OPEN,2023-02-02,Not specified,Not specified,Northpoint Enterprises LLC,(636) 236-0352,melissa@aonepipeline.com,87.5,Peoria,St. Louis,40.607227,-89.424421,38.995395,-90.984904,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Libertyville,IL,60048,Dyersburg,TN,38024,400,FIVE_BUSINESS_DAYS,502,1,2000 harley davidson softail,Runs,ENCLOSED,2023-02-04,12952,Not specified,TMTR Transport Inc,(224) 818-5299,tmtrtransport@gmail.com,96.4,Chicago - Naperville - Joliet,Not specified,42.280449,-87.955719,36.039292,-89.452616,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,albany,GA,31721,san diego,CA,92124,900,COD/COP,2158,1,2002 honda cbr 954,Runs,OPEN,2023-02-06,30922161-us,asap call 865 730-4109,US Star Trucking LLC,(865) 730-4992,usstartrucking@gmail.com,99.8,Albany,San Diego - Carlsbad - San Marcos,31.496738,-84.297764,32.819976,-117.09177,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Zephyrhills,FL,33541,Prior Lake,MN,55372,450,COD/COP,1540,1,1998 suzuki boulevard,Runs,OPEN,2023-02-06,SM-000348,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Tampa - St. Petersburg - Clearwater,Minneapolis - St. Paul - Bloomington,28.231478,-82.219326,44.674118,-93.409943,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,west palm beach,FL,33412,webster,MA,01570,350,COD/COP,1389,1,2003 harley road king,Runs,OPEN,2023-02-06,3739814-at,ready to go,Ultimate Transport 123,(888) 885-9123 x3,dispatch@ultimatetransport123.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Worcester,26.830085,-80.212742,42.058201,-71.848067,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Port Charlotte,FL,33948,Ontario,NY,14519,450,COD/COP,1410,1,2022 harley-davidson tri-glide,Runs,ENCLOSED,2023-02-07,SHAW DELIVERY NORTH BWHD,PLEASE CALL OR TEXT 239-297-5060 FOR DISPATCHTHIS IS A TRIKE,Black Widow Harley-Davidson,239-935-9464,gil@bertshd.com,100.0,Punta Gorda,Rochester,26.971598,-82.154825,43.222744,-77.30828,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,palm coast,FL,32137,shrewsbury,MA,01545,400,COD/COP,1193,1,1997 harley-davidson electra glide,Runs,OPEN,2023-02-08,18305,Not specified,Get It Done Transportation Inc.,(954) 439-4252,dispatch@getitdonetransportation.com,97.7,Deltona - Daytona Beach - Ormond Beach,Worcester,29.572466,-81.315047,42.28678,-71.713616,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,orlando,FL,32807,marietta,GA,30067,200,COD/COP,461,1,2015 kawasaki vulkan,Runs,OPEN,2023-02-06,29398089,asap call or txt 786-743-2144,A1 Auto Movers Inc,(786) 743-2145,info@a1automovers.com,99.1,Orlando - Kissimmee - Sanford,Atlanta - Sandy Springs - Marietta,28.552797,-81.303914,33.933184,-84.462904,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,New Port Richey,FL,34655,Vancouver,WA,98661,750,TWO_BUSINESS_DAYS,3066,1,1980 yamaha yz125,Runs,ENCLOSED,2023-02-03,Not specified,Not specified,Kaplan Cycles LLC,(860) 471-0192,kenny@kaplancycles.com,100.0,Tampa - St. Petersburg - Clearwater,Portland - Vancouver - Hillsboro,28.215462,-82.661169,45.643225,-122.634972,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,naples,FL,34108,bedford hills,NY,10507,400,COD/COP,1336,1,2014 big dog chopper,Runs,ENCLOSED,2023-02-06,30571573-uf,no comment,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Naples - Marco Island,New York - Northern New Jersey - Long Island,26.244492,-81.808154,41.22736,-73.691824,02_06_2023_12_49,02_06_2023_13_00
ATV,Milton,FL,32583,Odessa,FL,33556,250,COD/COP,447,1,2020 polaris rzr pro,Runs,OPEN,2023-02-06,TEXT ONLY. 813-263-7939 Roller FORKLIFT BOTH ENDS,Delivery M-F 8am-3pm ONLY... NO WEEKENDS,AV Automotive Inc,(813) 263-7939,davidjvoelker@gmail.com,100.0,Pensacola - Ferry Pass - Brent,Tampa - St. Petersburg - Clearwater,30.566126,-86.970229,28.141401,-82.593338,02_06_2023_12_49,02_06_2023_12_52
MOTORCYCLE,midway,FL,32343,linden,NJ,07036,350,COD/COP,1124,1,2012 yamaha xvs1300,Inop,OPEN,2023-02-06,luke-12-yamaha text 646-361-2885,text 646-361-2885,O&K Auto Transport LLC,(917) 662-7963,okautotransportllc@gmail.com,100.0,Tallahassee,New York - Northern New Jersey - Long Island,30.492114,-84.456296,40.624754,-74.249144,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Miami,FL,33101,Daly City,CA,94016,980,COD/COP,3121,1,2011 honda pcx,Runs,OPEN,2023-02-16,10983046,TEXT FOR DISPATCH 3466393621 MOTORCYCLE,GP Auto Logistics,(512) 503-1654,info@gpautologistics.com,98.5,Miami - Fort Lauderdale - Pompano Beach,San Francisco - Oakland - Fremont,25.7738,-80.1936,37.7074,-122.4587,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Miami,FL,33157,Cedar Park,TX,78613,350,COD/COP,1378,1,2019 honda cbr600rr,Runs,OPEN,2023-02-06,BSHME672,Not specified,Bah Logistics LLC,(818) 392-8978,dispatch@bahlogisticsusa.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Austin - Round Rock - San Marcos,25.60441,-80.335216,30.497998,-97.815694,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,margate,FL,33068,columbia,SC,29204,350,COD/COP,611,1,1998 harley-davidson road king,Runs,OPEN,2023-02-14,18216,Not specified,Get It Done Transportation Inc.,(954) 439-4252,dispatch@getitdonetransportation.com,97.7,Miami - Fort Lauderdale - Pompano Beach,Columbia,26.214184,-80.211068,34.030827,-81.001405,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Laud Lakes,FL,33311,irving,TX,75039,400,COD/COP,1302,1,2020 harley davidson,Runs,OPEN,2023-02-13,34978027,Not specified,JPlus Auto LLC,(305) 778-7128,jdrodriguez84@hotmail.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Dallas - Fort Worth - Arlington,26.143764,-80.17348,32.881308,-96.944848,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Jacksonville,FL,32246,Littleton,CO,80122,380,COD/COP,1767,1,2022 yamaha tw200,Runs,OPEN,2023-02-07,SM-000345,Agent2.04,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Jacksonville,Denver - Aurora,30.287312,-81.508347,39.580589,-104.955751,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Islamorada,FL,33036,El Paso,TX,79938,500,COD/COP,2002,1,2020 motorcycle harley davids softail,Runs,OPEN,2023-02-06,call or text 224-253-3200,Not specified,"BKK Transport And Brokerage, Inc.",(630) 376-6340,info@bkktransport.com,100.0,Not specified,El Paso,24.906735,-80.657856,31.855168,-106.02837,02_06_2023_12_49,02_06_2023_13_00
ATV,Frostproof,FL,33843,San Tan Valley,AZ,85140,800,TWO_BUSINESS_DAYS,2141,1,2019 polaris rzr turbo 4 s,Runs,OPEN,2023-02-07,020392,Send voided check with BOL for ACH every Friday,AAA Anytime Inc.,(702) 873-3855,aaaanytime2013@gmail.com,99.6,Lakeland,Phoenix - Mesa - Glendale,27.728732,-81.403172,33.245483,-111.530217,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Freeport,FL,32439,Houston,TX,77039,300,COD/COP,602,1,2002 suzuki 650,Runs,OPEN,2023-02-03,Not specified,Not specified,Karris Tun Freight Service,(832) 365-9711,karristun@hotmail.com,100.0,Crestview - Fort Walton Beach - Destin,Houston - Sugar Land - Baytown,30.498212,-86.155213,29.910815,-95.337922,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,fort myers,FL,33912,sewickley,PA,15143,430,COD/COP,1170,1,2012 indian motorcycles roadmaster,Runs,ENCLOSED,2023-02-06,SM-000329,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Cape Coral - Fort Myers,Pittsburgh,26.550302,-81.832578,40.577201,-80.148362,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Fort Lauderdale,FL,33332,Kissimmee,FL,34741,100,COD/COP,212,1,2005 jmst moped,Runs,OPEN,2023-02-06,Bike,CALL EZROCK 9543004545 for dispatch,Motorways Corp,(954) 300-4545,sales@motorwaysusa.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Orlando - Kissimmee - Sanford,26.089989,-80.416459,28.306895,-81.42294,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,fort lauderdale,FL,33308,springfield,TN,37172,400,COD/COP,916,1,2007 kawasaki ninja,Runs,OPEN,2023-02-09,30601135-dn,please call or text 786-802-2096,Dynamic Auto Movers LLC,(305) 204-9559,support@dynamicautomovers.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Nashville-Davidson - Murfreesboro - Franklin,26.186126,-80.108025,36.509396,-86.857594,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,albany,GA,31721,san diego,CA,92124,1000,COD/COP,2158,1,2002 honda cbr 954,Runs,ENCLOSED,2023-02-06,30923146us,asap call 865 730-4109,US Star Trucking LLC,(865) 730-4992,usstartrucking@gmail.com,99.8,Albany,San Diego - Carlsbad - San Marcos,31.496738,-84.297764,32.819976,-117.09177,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Atlanta,GA,30303,Hartford,CT,06106,200,COD/COP,1006,1,2010 yamaha xsr900,Runs,ENCLOSED,2023-02-06,FEV1556-1,Org PU: NC - Lowell 28098 DEL:NY - Newburgh 12550 ,Five Star Logix LLC,(979) 261-0112,dispatch@fivestarlogix.com,100.0,Atlanta - Sandy Springs - Marietta,Hartford - West Hartford - East Hartford,33.75288,-84.392426,41.745017,-72.685657,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,concord,GA,30206,lynn haven,FL,32444,200,COD/COP,240,1,2014 ktm xcw 500,Runs,OPEN,2023-02-11,16342,order link:requestload%2eonline?o=16342de,ADL Logistics,(954) 488-2544,dispatch@adllogistics.net,98.4,Atlanta - Sandy Springs - Marietta,Panama City - Lynn Haven,33.100515,-84.454541,30.230602,-85.64364,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Leesburg,GA,31763,Braselton,GA,30517,100,COD/COP,221,1,2022 yamaha 125cc,Runs,OPEN,2023-02-06,9706939,Quick dispatch 2818164991,GP Auto Logistics,(512) 503-1654,info@gpautologistics.com,98.5,Albany,Not specified,31.740035,-84.131612,34.130286,-83.789534,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,lake villa,IL,60046,harlingen,TX,78552,825,TWO_BUSINESS_DAYS,1462,1,2009 harley-davidson fxstb softail night train,Runs,ENCLOSED,2023-02-07,29316255-k,tinyurl.com/2mxt2r49,TCI Logistics Inc,(312) 224-8620,kalotranscargo@gmail.com,100.0,Chicago - Naperville - Joliet,Brownsville - Harlingen,42.404356,-88.063129,26.188764,-97.767779,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,La Grange,IL,60525,Englewood,FL,34223,400,TWO_BUSINESS_DAYS,1251,1,2019 harley-davidson flhtk,Runs,ENCLOSED,2023-02-08,29399876-k,tinyurl.com/2mxt2r49,TCI Logistics Inc,(312) 224-8620,kalotranscargo@gmail.com,100.0,Chicago - Naperville - Joliet,North Port - Bradenton - Sarasota,41.7787,-87.855306,26.978678,-82.366384,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Kankakee,IL,60901,Kennebunk,ME,04043,375,IMMEDIATELY,1097,1,2005 harley davidson flstni deluxe custom,Runs,OPEN,2023-02-17,HBT-8693,Call or text (919) 439-9005,HBTransit,(919) 439-9005,dispatch@hbtransit.com,100.0,Kankakee - Bradley,Portland - South Portland - Biddeford,41.103316,-87.88081,43.396463,-70.572366,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Fairfield,IL,62837,Spring Grove,IL,60081,250,COD/COP,315,1,2011 artic cat side by side prowler 700xtx,Runs,OPEN,2023-02-06,11187810,Not specified,Onroad Transport And Logistics LLC,(888) 205-5800,dispatch@onroadtransport.com,99.0,Not specified,Chicago - Naperville - Joliet,38.362565,-88.366792,42.451396,-88.218838,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,chicago,IL,60640,phoenix,AZ,85018,650,COD/COP,1816,1,2005 harley-davidson under 600 cc,Runs,ENCLOSED,2023-02-08,30801880-yf,txt 7023440849,Yellowfin Logistics LLC,(888) 223-5038,ben@yellowfinlogistics.com,99.7,Chicago - Naperville - Joliet,Phoenix - Mesa - Glendale,41.969366,-87.655423,33.502424,-111.97815,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Chicago,IL,60646,Greenwell Springs,LA,70739,600,COD/COP,895,1,2022 harley davidson roadglide,Runs,ENCLOSED,2023-02-06,AM-25228 g,call: 866-670-5100 Text : 240-661-0241,All State To State Auto Transport (2),(866) 670-5100,allstatestostates@gmail.com,99.9,Chicago - Naperville - Joliet,Baton Rouge,41.999753,-87.758472,30.592273,-90.951133,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Champaign,IL,61820,Savannah,GA,31401,270,COD/COP,873,1,2018 honda metropolitan scooter,Runs,OPEN,2023-02-06,SM-000399,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Champaign - Urbana,Savannah,40.113273,-88.241658,32.075798,-81.075624,02_06_2023_12_49,02_06_2023_13_00
ATV,Bloomington,IL,61701,Norfolk,VA,23501,800,COD/COP,938,1,1995 golf cart gas cart,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,"Atlantic Heating & Cooling Service, Inc.",(757) 592-8218,aaron@atlanticheatcool.com,100.0,Bloomington,Virginia Beach - Norfolk - Newport News,40.473388,-88.991822,36.8511,-76.2784,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Belleville,IL,62221,Gulfport,MS,39503,600,FIVE_BUSINESS_DAYS,627,1,2010 honda goldwing trike,Runs,ENCLOSED,2022-10-29,10040599,Not specified,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.7,St. Louis,Gulfport - Biloxi,38.507578,-89.8998,30.473041,-89.157717,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Meridian,ID,83642,Richmond,CA,94804,550,TEN_BUSINESS_DAYS,618,1,2009 harley-davidson flhtcu,Runs,OPEN,2023-02-06,1193br,Not specified,Moto-Leader,(909) 507-8199,dispatchmotoleader@gmail.com,99.7,Boise City - Nampa,San Francisco - Oakland - Fremont,43.569526,-116.403984,37.924272,-122.344349,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,West Branch,MI,48661,Columbia,MO,65203,300,COD/COP,739,1,2004 yamaha tt-r125,Inop,OPEN,2023-02-07,KMU-620426164,**COD**TXT**(626) 550-2336,Ready Freight Transportation Inc,(626) 800-3902,admin@readyfreighttransport.com,100.0,Not specified,Columbia,44.341441,-84.203015,38.881448,-92.397253,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Meridian,ID,83642,Paramount,CA,90723,600,TEN_BUSINESS_DAYS,857,1,2009 harley-davidson flhtcu,Runs,OPEN,2023-02-06,1193br,Not specified,Moto-Leader,(909) 507-8199,dispatchmotoleader@gmail.com,99.7,Boise City - Nampa,Los Angeles - Long Beach - Anaheim,43.569526,-116.403984,33.899133,-118.165187,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,mason city,IA,50401,kent,WA,98032,700,COD/COP,1753,1,2023 honda 1800 gl trike,Runs,ENCLOSED,2023-02-16,983286,contract call/text 24/7 at 754-529-4393,Car Delivery USA Inc,(305) 501-2688,daniel@alldayautotransport.com,99.3,Not specified,Seattle - Tacoma - Bellevue,43.146398,-93.181602,47.392329,-122.264592,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,des moines,IA,50317,south chicago heights,IL,60411,200,TWO_BUSINESS_DAYS,340,1,2003 honda gl1800,Runs,OPEN,2023-02-03,FEB091,Not specified,"Al-Shati Al-Azark Showroom, Sale & Export of Veh's",(470) 673-0274,bluebeachusa@gmail.com,100.0,Des Moines - West Des Moines,Chicago - Naperville - Joliet,41.605744,-93.550022,41.513802,-87.59967,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,De Soto,IA,50069,Elwood,IL,60421,200,COD/COP,337,1,2010 kawasaki vn1700,Runs,OPEN,2023-02-06,Kawaski,Not specified,SKYY TRANSPORT INC,(773) 644-0963,skyytransport@yahoo.com,99.3,Des Moines - West Des Moines,Chicago - Naperville - Joliet,41.53708,-94.016512,41.422956,-88.08317,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Davenport,IA,52801,Brunswick,OH,44212,250,COD/COP,495,1,2010 harley-davidson flhx  street glide,Runs,OPEN,2023-02-10,11268620,15306489512 call or text. signed contract. ,Sonic Auto Transportation,(530) 648-9041,support@sonic-auto.com,100.0,Davenport - Moline - Rock Island,Cleveland - Elyria - Mentor,41.520447,-90.57351,41.23894,-81.831613,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,centerville,IA,52544,baytown,TX,77522,400,COD/COP,935,1,1989 kawasaki kx 85,Runs,OPEN,2023-02-04,30428858-st,john 347 774-0495,SAFEEDS TRANSPORT INC,(315) 314-4337,info@safeeds.us,100.0,Not specified,Houston - Sugar Land - Baytown,40.706642,-92.925273,29.7355,-94.9773,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Winder,GA,30680,Edison,NJ,08837,275,COD/COP,830,1,2014 harley-davidson flhtkse cvo,Inop,OPEN,2023-02-06,960428,2/6 IAAI,Aaron PB Production Corporation,(908) 458-9128,biuro@aaronpb.com,0.0,Atlanta - Sandy Springs - Marietta,New York - Northern New Jersey - Long Island,33.984524,-83.69019,40.518491,-74.349682,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Stockbridge,GA,30281,wilsonville,OR,97070,850,TWO_BUSINESS_DAYS,2686,1,2019 bmw c 650 gt,Runs,ENCLOSED,2023-02-08,29099727-k,tinyurl.com/2mxt2r49,TCI Logistics Inc,(312) 224-8620,kalotranscargo@gmail.com,100.0,Atlanta - Sandy Springs - Marietta,Portland - Vancouver - Hillsboro,33.555146,-84.187458,45.3085,-122.77941,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Savannah,GA,31415,Minneapolis,MN,55428,270,COD/COP,1389,1,1965 honda c100 cub 55cc,Runs,OPEN,2023-02-06,SM-000388,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Savannah,Minneapolis - St. Paul - Bloomington,32.082868,-81.137852,45.063659,-93.380309,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,midway,GA,31320,lancaster,TX,75146,450,COD/COP,1017,1,1980 suzuki 1100,Runs,OPEN,2023-02-06,30469410-cg0,call or text sophia-727 350-6529,Us Car-Go Freight Logistics LLC,(727) 350-7955,info@uscargofreight.com,99.5,Hinesville - Fort Stewart,Dallas - Fort Worth - Arlington,31.719398,-81.358114,32.57258,-96.744223,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Loganville,GA,30052,Loris,SC,29569,350,COD/COP,333,1,2020 small motorcycle,Runs,OPEN,2023-02-06,11265174,Call/Text 2394226473,V LIONS LOGISTICS,(000) 000-0000,info@v-lionslogisticsllc.com,100.0,Atlanta - Sandy Springs - Marietta,Myrtle Beach - Conway - North Myrtle Beach,33.809392,-83.889349,34.022878,-78.913156,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Storm Lake,IA,50588,Harrisburg,PA,17111,560,COD/COP,1107,1,2015 honda gl1500 goldwing,Runs,OPEN,2023-02-06,5450,EMAIL: ANDREW@917SMITH.COM / MOBILE: (937) 471-5636,917 Smith Inc,(937) 471-5659,nick@917smith.com,100.0,Not specified,Harrisburg - Carlisle,42.655211,-95.160984,40.268518,-76.789084,02_06_2023_12_49,02_06_2023_13_00
CAR,west bloomfield,MI,48322,lake worth,FL,33467,1050,COD/COP,1355,1,2017 chevrolet corvette,Runs,ENCLOSED,2023-02-06,30921797-us,865 730-4320 calltext pu feb 6-7,US Star Trucking LLC,(865) 730-4992,usstartrucking@gmail.com,99.8,Detroit - Warren - Livonia,Miami - Fort Lauderdale - Pompano Beach,42.542943,-83.379712,26.595016,-80.175844,02_06_2023_12_49,02_06_2023_13_00
CAR,Walled Lake,MI,48390,Hastings,NE,68901,1000,COD/COP,881,1,2007 chevrolet corvette,Runs,ENCLOSED,2023-02-06,CHVC-390,Call or Text at 929-512-9757,Elite Auto Shipping,(516) 559-5542 x5,serge@eliteautoshipping.com,99.6,Detroit - Warren - Livonia,Not specified,42.552924,-83.482164,40.589499,-98.387596,02_06_2023_12_49,02_06_2023_13_00
CAR,fallbrook,CA,92028,carrollton,TX,75006,1100,COD/COP,1402,1,1953 hudson hornet,Runs,ENCLOSED,2023-02-06,145760,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,San Diego - Carlsbad - San Marcos,Dallas - Fort Worth - Arlington,33.394303,-117.296416,32.951364,-96.891487,02_06_2023_12_49,02_06_2023_13_00
CAR,Eureka,CA,95501,Phoenix,AZ,85026,1400,FIFTEEN_BUSINESS_DAYS,1017,1,2022 dodge challenger,Runs,ENCLOSED,2023-02-06,K193,Text Keith at 7742003017 for dispatch,Elite Auto Shipping Experts LLC,(774) 200-3017,keith@shippingwithease.com,100.0,Not specified,Phoenix - Mesa - Glendale,40.799466,-124.1527,33.4526,-112.0734,02_06_2023_12_49,02_06_2023_13_00
CAR,Eureka,CA,95501,Dayton,OH,45403,1500,COD/COP,2625,1,1969 american motors amx,Runs,ENCLOSED,2023-02-06,10781230,Text or Call (954) 358-9116 *Actual Zips 95540 to 45373*,"Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,Not specified,Dayton - Kettering,40.799466,-124.1527,39.768315,-84.148765,02_06_2023_12_49,02_06_2023_13_00
CAR,escondido,CA,92029,reading,PA,19607,1400,COD/COP,2711,1,1967 jaguar e-type,Runs,ENCLOSED,2023-02-07,1712314,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,San Diego - Carlsbad - San Marcos,Reading,33.085418,-117.136882,40.288197,-75.961363,02_06_2023_12_49,02_06_2023_13_00
